Document ID,Text Comment
USDA-2017-0002-0204,"Protect the Farms and crops by Cutting old growth and thinning trees before fires.  The immensity of greenhouse gas emissions from California wildfires has been a warning for years. the causes of catastrophic wildfire are complex of old trees, dead bushes, etc, the status quo of inaction has exacerbated present forest conditions, which now present a great risk to both communities and the environment. If managed wisely, and remove the environmental activists that has stop forest personal from cutting old growth.  America's national forests can provide clean water, wildlife habitat, recreational opportunities, and abundant domestic supplies of wood products and support rural communities and thousands of jobs in the timber industry. Clearly, we must make every effort to reduce the amount of excess biomass in forests to prevent catastrophic wildfires. That means decreasing the number of trees by thinning to make them more resistant to crown fires, which will also restore the natural health and diversity of our forests. Reducing the number and severity of wildfires may be the single most important action we can take in the short-term to lower greenhouse gas emissions and fight global warming. The catastrophic wildfires that ravage California each year don't resemble the historic fires that took place in these forests for millennia.  Just too many over grown bushes and trees. They exceed emissions that would have occurred in historic fires because the biomass available to burn is so much greater than it was in natural forests. Consequently wildfires, when the massive amounts of fuel in these forests burned, they released an estimated 9.5 million tons of greenhouse gases into the atmosphere just from combustion. That is an average of about 63 tons per acre. However, combustion is only part of the story because dead trees also gradually release CO2 as they decay. CO2 emissions from decay are generally three times greater than emissions from combustion because large quantities of wood and other plant material remain unburned after a forest fire.   Combining combustion and decay emissions.  Estimates that fires will emit a staggering 38 million tons of greenhouse gases into the atmosphere. Fires released one fourth of the gases during combustion, and post-fire decay will release the remainder during the next 100 years, most of it during the next 50 years. Wildfire gaseous pollutants are precursors for ozone (O3) production. California should be required to limit wildfire NOx emissions to reduce ozone, and to limit annual NOx and SO2 emissions to reduce fine particle pollution.  Mercury emissions from forest fires (QHg) (in kg of mercury per year) can be estimated following a bottom-up approach by the equation: contribute substantial emissions of gases and particles to the atmosphere. 
Over the years, outside the regulatory process, well-funded special interest groups have use  lawsuits to force federal agencies  to issue regulations that advance their priorities. At some point, this exercise of ""Sue-and-Settle"" and the practice of acquiescence through consent decrees or settlement agreements, which were often crafted behind closed doors and without the transparency of the rulemaking process, became all too common, paying tens of thousands of dollars in attorney's fees to these groups with which were settled. More transparent process in which impacted parties and states have a voice and creates more awareness for the general public is needed. Policies and rules should reflect common sense, consistent with statutory authorities so the public will benefit from greater un-regulatory providing economic certainty not the Environment activist .
REFORM The Equal Access to Justice Act (EAJA) . Revise Improper Payments Information Act of 2002 (IPIA).  GREATER use of Regulatory Flexibility Act to assess rules effects on small businesses.  BETTER USE OF REINS Act expedited congressional vote on all major or significant rules before they are effective.   REFORM National Environmental Policy Act (NEPA).   Wildfires need to be included in EPA issued rules in 2012 and early 2016 to control emissions of volatile organic compounds (VOCs) to address safety . These emissions can impact air quality and even climate. Daily emissions of particulate matter and numerous trace gases from wildfires mercury emissions from major natural sources and their variations with meteorological conditions is considered one of the major priority in estimating the relative contribution of major natural sources compared to industrial sources and ultimately to evaluate the mercury flux released to the atmosphere on regional and global scale. estimate the contribution of wildfires to the total mercury released to the atmosphere.  An accurate estimate of carbon fluxes associated with California wildfire over the last two decades is needed to balance the global carbon budget not oil and gas or coal, or factories. 
"
USDA-2017-0002-3953,"Stop supporting lazy Americans who are able bodied and should be able to support themselves!
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-2828,"Our country was built on hard work and the only way we will survive as a country is by continuing hard work.  We need to work for our food in order to maintain self dignity and I am asking for you to reinstate the requirement to work for food stamps.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-1121,"All people should have pride in who they become and have the assurance that they can do for themselves. It's called self esteem. No one should intentionally expect someone else to provide for them at the expense of the workers own family. I don't mind helping someone who really needs help, but I do mind if someone is stealing from me because they are lazy. That's not good for anyone.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-1151,"Limit what can be bought with food stamps.  No junk food, soda pop, candy beer etc.  Restart distribution of surplus commodities such as rice, cheese beans powdered milk etc. like was done in  the 1950's.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-1628,"Reinstate work requirements for food stamps:
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0538,"Common sense will tell you that if you give stuff away using other peoples money, those receiving the stuff will not appreciate it nor be willing to extend their time and effort to acquire more stuff the hard way, thus costing everyone else. If you can work and will not then you should not be put on  a list to get more free stuff.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-3319,"In a booming Republican economy - or in ANY economy - it is unacceptable for welfare recipients (including for food stamps) NOT to WORK as a basic requirement for the benefit!  The taxpayers who PAY for this benefit expect and deserve NO LESS!!!  It is the responsibility of every American to WORK to support himself and his family!  Those who are not prepared to do that should NOT receive a taxpayer-funded benefit unless they are demonstrably handicapped. Look, it's real simple... I can support welfare programs that demand a WORK component, or I can demand that the unconstitutional USDA be shut down entirely.  One or the other.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-4091,"There is no direct provision in the Constitution of the United States  for environmental protection, in contrast to explicit provisions for property rights and civil rights in the Fifth and our tenth Amendments. Reduce unnecessary regulatory burdens of NEPA and Endangered species act that deterred innovative efforts.  NEPA is potentially a statute not very well integrated, inconsistent, and non- flexible, and not entirely clear on some points of law which seem to need clarified by interpretation, That it has made a significant difference in the hurt caused to the poor in rural United States and possible influenced by governments abroad is hardly debatable. NEPA was possible inspiration, put over on an unsuspecting Congress and  the public by an environmental lobby groups. Its purpose was the writing of impact statements; and this action-forcing procedure has been a great inducement to ecological rationality in Federal actions of activists, which ignored consequences of rural America.  Agencies need a  technical fix or administrative reorganization to  achieve the NEPA intent.  To implement NEPA as intended requires a president like we have today, committed to its objectives and using his appointive, budgetary and leadership powers to this end.  It should not require a judiciary to recognizes the legislative history and substantive intent of the statute  which defeats the purpose of successive Congresses through narrow legalistic  interpretations. Regulations should  be developed after consultation with affected States and local governments. Make the environmental impact statement process more useful to local decisionmakers and the public; and to reduce paperwork and the accumulation of extraneous background data. Require impact statements to be concise, clear, and to the point, and supported by evidence that agencies have made the necessary scientific analyses. Repeal or amend such compliance if  inconsistent or conflicts  with States regulations. 
The Small Business Regulatory Enforcement Fairness Act of 1996 (SBREFA) was signed by President Clinton on March 29, 1996. The law provides new avenues for small businesses to participate in and have access to the federal regulatory arena. The SBREFA gives small businesses more influence over the development of regulations;  the EPA  must prove beyond a reasonable ,  that the rule is preempted by state law .  The question of preemption is  requiring us to establish a priority between potentially conflicting laws between federal and state. The very structure of the Constitution and is formalized in and protected by the Tenth Amendment to the Constitution. The people of the States are free, subject only to restrictions in the Constitution itself or in constitutionally authorized Acts of Congress, to define the moral, political, and legal character of their lives. The Framers recognized that the States possess unique authorities, qualities, and abilities to meet the needs of the people

This misguided NEPA is an economic assault on small businesses, timber harvest,  rural America,  manufacturing and agriculture, farming, ranching, and natural resource development, and threatens the very livelihood of our fellow states. Small businesses and rural America are the backbone of this country, especially in rural America. Taxpayers have signaled that Americans are ready for the last eight years of past administration power grabbing mentality to come to an end.
"
USDA-2017-0002-1203,"I strongly urge you to require food stamp recipients to work unless they are physically unable.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-3244,"Workers need to work for a paycheck.

Make sure food stamp and welfare recipients need to work for THEIR benefits.

I realize you are completely out of touch with real American workers, but I work hard to give you the money you waste.  Don't throw it away to people who have found you can make more on welfare than slaving away at some menial job.

But on second thought, that's what you do.  You get all the pay and privileges to sit around and protect your job rather than do what's right for your constituents; so much easier than having to actually work at a real job that requires real responsibility and performance to avoid being fired.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-4088,"Massive Wildfires in California, Aug 2018 and the effects on air quality from those fires can extend far beyond the states borders. In addition to ash and smoke, fires release carbon monoxide into the atmosphere. Carbon monoxide is a pollutant that can persist in the atmosphere for about a month and can be transported great distances.  New images made with data acquired by the Atmospheric Infrared Sounder (AIRS) on NASAs Aqua satellite show the high concentrations of carbon monoxide emitted from the fires (in orange/red) between July 29 and August 8. As the time series progresses, carbon monoxide high in the atmosphere is shown drifting east -- with one branch moving southward toward Texas and the other forking to the northeast.  From space, AIRS measures carbon monoxide high up in the atmosphere -- where it has little effect on the air we breathe. However, strong winds can carry this pollutant downward to where it can have significant effects on air quality. The time series of images shows just how far the carbon monoxide from Californias wildfires has travelled eastward and what areas may be at greater risk of experiencing its effects. Other NASA instruments contribute to the study of carbon monoxide as well, including the Measurement of Pollution In The Troposphere (MOPITT), which looks at carbon monoxide in the lower atmosphere.  Staggering 129 million dead trees in California. The USDA Forest Service should  focus on mitigating hazard trees by logging and thinning overly dense forests so they are healthier and better able to survive stressors like this in the future.   The term ``hazardous fuels management'' means any vegetation management activities that reduce the risk of wildfire. Policy makers in California must be held accountability for the ongoing statewide failed policies and bad ideas, that create large fire incident, bad air, bad water, ecological Risks. report from  Scientists study estimated that Fires in US  release millions metric tons of carbon dioxide per year.     Wildfires can produce more greenhouse gas (GHG) emissions  then gas and oil , therefore we should manage forest better by stopping the regulations against clear cutting to help prevent co2 from mass wildfires in western states.  US Forest service page;   fuels buildup to unnatural levels and forests become overcrowded. This led to forests being more susceptible to insects and disease outbreaks, but also to unnaturally large fires on the landscape.    

California  Governments failure is unarguable with Forest management and wildfires. That failure is generally excused by labeling wildfires as an act of nature, thus uncontrollable and unpreventable,   that excuse unacceptable. A California governments primary responsibilities; to secure the life, liberty, and property of its citizens. So far, wildfires this year have killed 10 people, consumed hundreds of homes, and infringed upon freedom of movement of hundreds of thousands. "
USDA-2017-0002-1346,"stop free program to any one that could work,
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0339,"I am writing about the presidential administrations proposal to convert SNAP benefits to USDA food packages, the packages consisting mostly of non-perishable food items. 

These changes will remove a family's ability to make decisions about their nutrition. Shelf-stable foods, dry goods, and non-perishables are mostly starches and carbohydrates, and have lower nutritional value in general than fresh dairy, meat and produce. 

Everyone deserves access to healthy, fresh food, even if they are poor. The proposed changes to the SNAP program are shameful and cruel. Please do not allow these changes to take effect."
USDA-2017-0002-3351,"Stop welfare fraud now.

Those who will not work shall not eat.
Those who cannot work shall be cared for.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-2151,"If you dont work , you dont eat ! Welfare recipients should be required to work .
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-2418,"Please reinstate work requirements for food stamps.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-2002,"Please listen to President Trump- there are way to many able bodied people on welfare, and this is not good at all for the country.  Please put these people back to work and off welfare.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-1577,"Please reinstate work requirements for food stamps and support conservative waiver reform.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0929,"What's wrong with you people? Don't you see this hurts the average American worker and family?  Get off you rear end and do something....November is coming and "" We The People "" will vote you in or OUT !
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0299,"Regulations can best be promulgated if information is fair and accurate.  The information on the website of the Economic Research Service (ERS) pertaining to climate change and agriculture misinforms readers that ""the Earth's temperature is rising as a result of increased ...greenhouse gases...""  This is a normative statement that is not backed up by facts, and is contradicted by an updated webpage at the Environmental Protection Agency, to which the ERS page is linked.  The ERS webpage is located at : https://www.ers.usda.gov/topics/natural-resources-environment/climate-change/agriculture-and-climate-change/

The information could be made more accurate by inserting just four additional ""conditional"" words, and I emailed the listed contact person on February 2 (email is below), suggesting simple changes (jpg file attached).  As of February 9, I have had no acknowledgement of my email and changes have not been made.  I would suggest the Secretary look into this and other such issues at ERS, as the agency has become very politicized over the last twenty years.  I personally observed these changes, as I worked at ERS from 1979 until 2007. 



""Good morning, Elizabeth:

In reviewing some of the excellent work on climate change and agriculture, I noticed the ""Agriculture and Climate Change"" page at ERS is written in a normative tone, instead of a conditional tone more consistent with the recent findings of many climate scientists, of which some are summarized (http://notrickszone.com/2017/05/29/80-graphs-from-58-new-2017-papers-invalidate-claims-of-unprecedented-global-scale-modern-warming/#sthash.ktF0tSb7.wpyjqU5L.dpbs).  Accordingly, I have taken the liberty of penciling in appropriate suggested word changes (please see the attached).  I have made several contributions to this debate, of which the following is a representative selection

https://iowaclimate.org/2018/01/21/fake-news-and-2017-near-record-temperatures/

https://lexingtonlibertarian.wordpress.com/2017/03/28/another-nail-in-the-coffin-of-manmade-global-warming/

We shall be pleased to see the ERS website appropriately updated, and anticipate ERS to continue a balanced presentation of climate change as it relates to agriculture

Best Regards

Dale Leuck""
"
USDA-2017-0002-3556,"Reform the Food Stamp Program.  It's a safety net not a way of life.  We need more people working.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0418,"Build Dams supports the  IPCC meeting 95;  Ecosystems contain the Earth's entire reservoir of genetic and species diversity and provide many goods and services including: (i) providing food, fibre, medicines and energy; (ii) processing and  storing carbon and other nutrients; (iii) assimilating wastes, purifying water, regulating water runoff, and controlling floods, soil degradation  and beach erosion; and (iv) providing opportunities for  recreation and tourism. The composition and geographic distribution  of many ecosystems (e.g., forests, rangelands, deserts, mountain systems, lakes, wetlands and oceans). "
USDA-2017-0002-0437,"Untethered regulation and rule making has been out of control the last few years,  Activist would forget the cost of compliance of the regulations is also a regulation on the agency since the oversite might cost be more then benefit than the regulation is trying to impose, A double regulation.   Regulations are an  OVERREACH by bureaucracy and the administrative state may not only impede economic efficiency but also UNDERMINE health, safety, and environmental progress.   Healthy government requires recognizing downsides to coercive intervention; it requires vigilant legislative and executive institutions and mindsets that seek reasons NOT TO ADD yet another rule or decree to the existing tens of thousands. Meanwhile the public has a RIGHT TO KNOW the ways federal agencies have harmed and harm that which they oversee, and how those negatives may propagate beyond the agency throughout the economy and society.  Despite semi-formal central review of economic, environmental, and health and safety regulations and their accompanying paperwork since the late 1970s and the 1980s, a significant and escalating regulatory burden is apparent: 1 costs of regulation and realms subject to regulation have grown, while benefits remain ambiguous; 2 entire sectors of society experience regulation from independent agencies that get little scrutiny; 3 Federal Register page counts occupy record heights; 4 economically significant and major rules reviewed annually have increased notably over the past decade; 5 regulatory dark matter outside the normal notice and comment procedure lacks adequate scrutiny. It is no longer enough just to cut federal spending and balance the budget. The need to offset the march of bureaucracy and regulation and proposed ideas for doing that, even though the current reality assures us that the Constitution is not coming to the rescue in the near term. There is much about which to be optimistic; the ideas that created the American experiment in the first place remain ""discovered"", available in the public domain. Given today's economy, there should be bipartisan momentum for economic and regulatory reform, some animated new constituency for LIMITED GOVERNMENT. The regulatory process, therefore, itself needs more regulation. The executive and legislative branches may not agree on congressional reassertion of its authority with respect to making of law and regulation. While it would be preferable that Congress engage by implementing the Regulatory Improvement Act, the REINS Act, and other measures that directly LIMIT AGENCY AUTHORITY, those face the signing by this pro American  presidency.  Many recommendations can be implemented by executive action, by the same pen and phone now used to expand the state. If  an expensive or burdensome regulation is enacted, elected representatives are on record for or against, and accountable to voters. The federal regulatory enterprise increasingly AFFECTS MANY BUSINESS AND TAX PAYERS,  and changes are likely one way or another. With conventional options to restore liberties and elevate the rule of law exhausted or ignored, the states themselves may address the federal government's expansion by taking rightful powers back from Congress and the executive branch. The Constitution's Article V does provide for the states to call a convention to amend the Constitution and restore balance of power, and several states are pursuing that option (Brown, 2014). With respect to over-regulation possible a new , REGULATION FREEDOM AMENDMENT that would empower President  to force agencies to propose said amendment. The amendment would stipulate that, in any given major rule, require House and the Senate  to vote on a significant federal regulation, very much like the REINS Act legislation would do (Buhler, 2013).. The NEW GOVERNMENT AGENCIES  primary task SHOULD be to double GDP, rather than to double spending or regulatory burdens, no matter the political party."
USDA-2017-0002-3575,"Please remove former president Obama's era policies and instead put in place common sense work requirements.  Give a man a fish and he will expect more.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0398,"One Meteorologist  in 2008 said ;  , Politicians have come to see global warming as a way to raise revenue by rationing CO2 production with schemes such as the 'cap and trade' legislation now in Congress. The taxes assessed for producing CO2 could be huge. But global warming as proclaimed by Al Gore and Co. was  a hoax, Scientist Williams said that ""there are 'strong and powerful counter-arguments' to the theories on global warming and carbon trading that are not being fully considered."" ""There is no proof that carbon dioxide is causing or precedes global warming,"" Williams wrote on August 15, 2008. ""All indications are that the minor warming cycle finished in 2001 and that Arctic ice melting is related to cyclical orbit-tilt-axis changes in earth's angle to the sun,""  the  risks associated with natural and man-made catastrophes, weather and climate, rejected the notion that there is a ""consensus"" on global warming.  The fact was that the 'biotic' agents (man and other living organisms) had a very small role compared to the 'abiotic' (geological, geomorphologic, climatologic, planetary and hydrological) events like earthquakes, volcanic eruptions, tsunamis, movement of glaciers and landslides.   In reality, rarely is there ever a last and final word in studies of complex systems such as earth's environment. Rather, science is a dynamic process based on the scientific method in which researchers test hypotheses leading to new discoveries, but also reexamine earlier theories and try to improve, build upon, or extend them.   Environmental Sciences at Australia's James Cook University, in 2008. ""As the climate change debate moves from the scientific to the political, it is important to stay with the facts. The bottom line is that humans cannot prevent global warming. Therefore, we should not be forced into emissions trading schemes, or any other scheme that sacrifices Australia's economic advantage and standard of living for the wrong reasons,"" Collins wrote on August 13, 2008. we should not be carried away by misconceptions about what is driving climate change. It's with the Earth itself . Another scientist,  McElmurry wrote on August 7, 2008. ""Packs of rats wait in that [rat] hole to reap trillions coming down it to fill advocates pockets. As a Meteorologist I find it scientifically Dishonest!"" the claims of the effects are fantastically blown out of   believable proportion, money we are about to spend on drastically reducing carbon dioxide will line the pockets of the environmentalists who have such expertise readily available at the right price. And some politicians are standing in line to fill their pockets with kick back money for large grants to the environmental experts, for the purpose of developing new ways to drastically reduce the emissions. In case you haven't noticed, it is an expanding profit-making industry, growing in proportion to the horror warnings by government officials and former vice-presidents. Many questions remain to be answered regarding the real significance of anthropogenic carbon dioxide as a climate forcing factor and related rising sea level consequences projected by the [UN] IPCC,"" Bell, who is internationally for his contributions to the design of space habitats and systems, including the International Space Station, wrote on June 18, 2008. ""First, there is no incontrovertible evidence to support contentions that pre-industrial carbon dioxide levels were consistently lower than the 380 ppm recorded now. More than 90,000 published measurements carried out between 1812 and 1961 indicate that atmospheric levels were actually rising before the Industrial Revolution. They reached about 440 ppm in 1820, dropped to about 390 ppm by 1855, and rose back to about 440 ppm by 1940,"" Bell explained. ""Cause and effect relationships between atmospheric carbon dioxide concentrations from all sources and global temperatures are inconclusive.  ""The National Oceanographic and Atmospheric Administration estimates that about 97 percent of that small amount originates from natural sources, andfurther, that all atmospheric carbon dioxide may account for less than 10 percent of total greenhouse influence.  There is urgent need to put the phenomenon, which had not been triggered off suddenly, in the right perspective as today almost every human activity right from vehicular emissions to use of polythene is being linked to global warming which was a much larger event which started as soon as the Ice Age ended. The fact was that the 'biotic' agents (man and other living organisms) had a very small role compared to the 'abiotic' (geological, geomorphologic, climatologic, planetary and hydrological) events like earthquakes, volcanic eruptions, tsunamis, movement of glaciers and landslides.  The atmosphere has periodic warming and cooling cycles. The sun is the primary source of energy impacting the earth's surface. That energy heats the land and the seas, which then warm the air above them. "
USDA-2017-0002-0739,"Please reinstate work requirements for food stamps and support waiver reforms. Thanks.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0973,"no more
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0052,See attached file(s)
USDA-2017-0002-0571,"Obtaining financial help without any work is demoralizing if you are an able bodied person. There is so much to do in our towns, parks, highways. People should be required to give back at least a small part of what society is doing for them. There is something to do for everyone.  If you cannot perform hard physical labor, you can help with administrative work. Germany, for instance, has obligatory social work for  welfare recipients.  and it's known for generous social benefits. But it doesn't give anything for free.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-2833,"It's time to reinstate work requirements for food stamp couch potatoes and support conservative waiver reform.Work is a postive  and better for their health.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-2816,"If they won't work, they shouldn't get hand outs. Period.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-2499,"Please, reinstate work requirements for food stamps and support conservative waiver reform.  Thank You.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-2949,"Please stop the ""cheating"" in welfare programs.  Able bodied people should work and this requirement should be reinstated.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-1675,"Many people cannot work for various reasons, however, there are too many who can work.  Start a withdrawal system and get those who can work out of welfare and back to work.  It is time adults in this country who are able to, start taking care of themselves.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-1514,"Please help these people grow up like the rest of us.  Get off welfare completely and contribute to society. There is no room for able bodied leeches.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-1933,"I believe that if they are able to work even part time that they should have to and it will give them a sense of worth.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0062,"REDUCE AGRICULTURE PROGRAM Reduce net spending on mandatory agriculture  , additional savings to fund an extension of the agriculture disaster fund, and allow the Agriculture Committees to reallocate funds as necessary according to their priorities in the upcoming Farm Bills . reductions in mandatory agriculture programs to achieve gross savings   will be dedicated to deficit reduction and billion will be redirected to extending the Agriculture disaster fund program to mitigate the need for future ad hoc disaster funding."
USDA-2017-0002-0432,"Lithium industry's Wildlife issues;  Andean flamingo declared endangered in September 2010, would be protected under the Endangered Species Act of 1973.  
But few plans have been implemented to protect their species   Laguna de Guayatayoc is home to large populations of different varieties of flamingos, including James's flamingos, Andean flamingos and Chilean flamingos. The Andean flamingo is considered a vulnerable species due to the mining business disturbances causing changes in its habitat. primary threat to the flamingo population is mining. A study on Salinas Lake in Peru showed that mining companies have established themselves adjacent to the flamingos' nesting sites, and some mining is performed near flamingo breeding grounds and feeding sites. exploration resulted in a decreased success rate for breeding. The decreased reproductive success may be due to an altered environment caused by bulldozers disturbing the lake bed. Mining creates a muddy environment, which entraps flamingos, thus increasing mortality. Residents near the mining activities report sightings of dead flamingos exhumed by the bulldozers. The extraction process also affects the water availability.  Andean flamingos filter surface water for food, but borax mining pollutes this water. Along with the pollution, the extractions expedite the removal of lake moisture. flamingos' offspring numbers diminished by mining activities. The Flamingo Specialist Group, established in 1971, is actively trying to inform the public on the vulnerability of flamingos. the International Union for Conservation of Nature to create an action plan for the flamingos. Auspices of the Convention on Migratory Species of Wild Animals, also known as the Bonn Convention, the Memorandum of Understanding (MoU) on the Conservation of High Andean Flamingos and their Habitats was concluded and came into effect on 4 December 2008. The MoU covers Argentina, Bolivia, Chile, and Peru. As of August 2012, Bolivia, Chile, and Peru have signed the MoU. The MoU aims to improve the conservation status of the species and their habitats through coordinated and concerted actions across the range. In late 2011, the Legal Aid Network (REDAJ) presented to the Public Defenders Office a survey titled ""Preliminary Report on the Violation of Rights and the Socio-environmental Conflicts Related to Mining. Legal challenges from indigenous and rural communities fighting against the Lithium industry's demand for water and land.  Lithium-rich highland desert of Salta and Jujuy is classified as ""extreme risk."" ,  
"
USDA-2017-0002-1022,"Reinstate work requirements for food stamps and support conservative waiver reform.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-2137,"Reinstate the work requirements for welfare recipients.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-2332,"Re Instate work requirements
Most people can work 20 hrs to get some assistance if needed.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0941,"Give dognity back to the poor and unemployed by requiring welfare recipiPlease Write Your Comment Here
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-1054,"Please consider requiring those who take assistance to look for work. They should also have to prove why they are taking it.  Assistance was to be made available for a limited amount of time not to be a generational RIGHT.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-1527,"NO FOOD STAMPS FOR THOSE WHO ARE ABLE TO WORK DEPENDING ON THEIR INCOME.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-3337,"We only help others when we help them to help themselves. Able bodied people must work to support themselves to gain self respect and independence. We teach our children by our actions Not by our words. God Bless America.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0301,The attached comments are submitted on behalf of United Egg Producers
USDA-2017-0002-3951,"Please Write Your Comment HerePlease reinstitute work requirements for able bodied persons applying for food stamps. We do not need to create a dependency on the federal or local government.  The reason for government aid is to aid a person through tough times not create a dependency on government for votes
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-2811,"please restore the work requirements to the food stamp program
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-1975,"Please reinstate work requirements for food stamps! I support conservative waiver reform. I work hard for my money and I'm tired of giving tax dollars to broken programs.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
